event,id,symbol,direction,status,openedAt,closedAt,entryPrice,exitPrice,entryRef,entryMexcBid,entryMexcAsk,entryMexcBookSpreadPct,exitRef,exitMexcBid,exitMexcAsk,exitMexcBookSpreadPct,qtyUsd,qtyToken,depositAtEntry,allocationPct,depositAfterClose,dexAnchorAtEntry,dexAnchorAtExit,dexSnapshotAtEntry,dexSnapshotAtExit,entrySpreadPct,exitSpreadPct,grossPnlPct,netPnlPct,grossPnlUsd,netPnlUsd,holdMs,openReason,closeReason
CLOSE,301e4b1e-c77f-4e13-a81e-6e0374b1147e,ANSEM_USDT,SHORT,CLOSED,2026-08-21T19:04:42.382Z,2026-08-21T19:18:20.967Z,0.27,0.2663,BID,0.27,0.2709,0.333,ASK,0.265,0.2663,0.48936570675699903,31.03,114.93666667,103.443,0.3,103.6992,0.2665,0.2649,1787339080989,1787339899357,1.296,0.0377,1.3704,1.2504,0.4252,0.388,818585,MEXC above DEX anchor,mean_reverted_profit
OPEN,b66ece05-65c6-4845-863c-87f382036649,BASECAT_USDT,LONG,OPEN,2026-08-21T19:21:27.463Z,,0.02672,,ASK,0.02665,0.02672,0.262,,,,,31.11,1164.28742515,103.6992,0.3,,0.02763,,1787340085484,,3.406,,,,,,,MEXC below DEX anchor,
CLOSE,b66ece05-65c6-4845-863c-87f382036649,BASECAT_USDT,LONG,CLOSED,2026-08-21T19:21:27.463Z,2026-08-21T19:21:38.182Z,0.02672,0.026213,ASK,0.02665,0.02672,0.262,BID,0.0258,0.02589,0.3482298316889139,31.11,1164.28742515,103.6992,0.3,103.0713,0.02763,0.02763,1787340085484,1787340097496,3.406,6.7207,-1.8983,-2.0183,-0.5906,-0.6279,10719,MEXC below DEX anchor,stop_loss
OPEN,ca316927-7be6-49ad-b0f8-fc7d5fe2ffd8,BEAT_USDT,SHORT,OPEN,2026-08-21T19:28:48.632Z,,0.1571,,BID,0.1571,0.1572,0.064,,,,,30.92,196.82616168,103.0713,0.3,,0.1545,,1787340527936,,1.655,,,,,,,MEXC above DEX anchor,
OPEN,b78ed7ac-1861-4819-ae9d-f5c0b9c94d6c,CATE_USDT,SHORT,OPEN,2026-08-21T19:29:18.225Z,,0.044066,,BID,0.044066,0.044113,0.107,,,,,30.92,701.70630418,103.0713,0.3,,0.04216,,1787340557660,,4.325,,,,,,,MEXC above DEX anchor,
CLOSE,ca316927-7be6-49ad-b0f8-fc7d5fe2ffd8,BEAT_USDT,SHORT,CLOSED,2026-08-21T19:28:48.632Z,2026-08-21T19:29:31.718Z,0.1571,0.1562,BID,0.1571,0.1572,0.064,ASK,0.1561,0.1562,0.06404098623119868,30.92,196.82616168,103.0713,0.3,103.2113,0.1545,0.1559,1787340527936,1787340571711,1.655,0.1281,0.5729,0.4529,0.1771,0.14,43086,MEXC above DEX anchor,mean_reverted_profit
CLOSE,b78ed7ac-1861-4819-ae9d-f5c0b9c94d6c,CATE_USDT,SHORT,CLOSED,2026-08-21T19:29:18.225Z,2026-08-21T19:30:49.856Z,0.044066,0.044904,BID,0.044066,0.044113,0.107,ASK,0.04475,0.04487,0.2677973666592324,30.92,701.70630418,103.0713,0.3,102.5863,0.04216,0.04317,1787340557660,1787340649691,4.325,3.5307,-1.9014,-2.0214,-0.5879,-0.625,91631,MEXC above DEX anchor,stop_loss
OPEN,08e5f65b-4279-4139-a628-96edd3c2fd16,ANSEM_USDT,SHORT,OPEN,2026-08-21T19:33:45.147Z,,0.2722,,BID,0.2722,0.2731,0.33,,,,,30.78,113.06351947,102.5863,0.3,,0.2662,,1787340823776,,2.204,,,,,,,MEXC above DEX anchor,
CLOSE,08e5f65b-4279-4139-a628-96edd3c2fd16,ANSEM_USDT,SHORT,CLOSED,2026-08-21T19:33:45.147Z,2026-08-21T19:47:00.198Z,0.2722,0.268069,BID,0.2722,0.2731,0.33,ASK,0.2664,0.2679,0.5614823133071313,30.78,113.06351947,102.5863,0.3,103.0165,0.2662,0.263,1787340823776,1787341618099,2.204,1.2763,1.5177,1.3977,0.4672,0.4302,795051,MEXC above DEX anchor,trailing_stop
OPEN,6e42c742-f80d-462a-8e23-496476215410,ZORA_USDT,LONG,OPEN,2026-08-21T19:51:36.098Z,,0.00678,,ASK,0.006779,0.00678,0.015,,,,,30.9,4558.25221239,103.0165,0.3,,0.006864,,1787341894269,,1.239,,,,,,,MEXC below DEX anchor,
OPEN,ec2cae27-71b2-424d-a5e8-2cd18fb9613c,BASECAT_USDT,LONG,OPEN,2026-08-21T19:54:27.050Z,,0.02803,,ASK,0.02802,0.02803,0.036,,,,,30.9,1102.56689262,103.0165,0.3,,0.02868,,1787342066337,,2.319,,,,,,,MEXC below DEX anchor,
CLOSE,ec2cae27-71b2-424d-a5e8-2cd18fb9613c,BASECAT_USDT,LONG,CLOSED,2026-08-21T19:54:27.050Z,2026-08-21T19:54:37.832Z,0.02803,0.027497,ASK,0.02802,0.02803,0.036,BID,0.02738,0.0275,0.4373177842565546,30.9,1102.56689262,103.0165,0.3,102.3924,0.02868,0.02868,1787342066337,1787342076339,2.319,4.2909,-1.8998,-2.0198,-0.5871,-0.6241,10782,MEXC below DEX anchor,stop_loss
CLOSE,6e42c742-f80d-462a-8e23-496476215410,ZORA_USDT,LONG,CLOSED,2026-08-21T19:51:36.098Z,2026-08-21T19:55:39.904Z,0.00678,0.006795,ASK,0.006779,0.00678,0.015,BID,0.006795,0.006796,0.01471562063130208,30.9,4558.25221239,103.0165,0.3,102.4237,0.006864,0.006799,1787341894269,1787342138388,1.239,0.0441,0.2212,0.1012,0.0684,0.0313,243806,MEXC below DEX anchor,mean_reverted_profit
OPEN,965454df-e362-464d-a767-a303a92bc3cc,ANSEM_USDT,SHORT,OPEN,2026-08-21T19:55:55.927Z,,0.2696,,BID,0.2696,0.2704,0.296,,,,,30.73,113.97295994,102.4237,0.3,,0.2654,,1787342154571,,1.558,,,,,,,MEXC above DEX anchor,
CLOSE,965454df-e362-464d-a767-a303a92bc3cc,ANSEM_USDT,SHORT,CLOSED,2026-08-21T19:55:55.927Z,2026-08-21T19:59:59.090Z,0.2696,0.274727,BID,0.2696,0.2704,0.296,ASK,0.274,0.2752,0.43699927166787284,30.73,113.97295994,102.4237,0.3,101.8024,0.2654,0.2675,1787342154571,1787342398437,1.558,2.3723,-1.9019,-2.0219,-0.5844,-0.6213,243163,MEXC above DEX anchor,stop_loss
OPEN,47d6ee6c-e1e0-4303-b150-53ea91b2aa77,B3_USDT,SHORT,OPEN,2026-08-21T20:01:53.395Z,,0.000497,,BID,0.000497,0.000498,0.141,,,,,30.54,61450.14084507,101.8024,0.3,,0.000491,,1787342512545,,1.307,,,,,,,MEXC above DEX anchor,
CLOSE,47d6ee6c-e1e0-4303-b150-53ea91b2aa77,B3_USDT,SHORT,CLOSED,2026-08-21T20:01:53.395Z,2026-08-21T20:03:14.135Z,0.000497,0.000507,BID,0.000497,0.000498,0.141,ASK,0.0005058,0.0005062,0.0790513833992114,30.54,61450.14084507,101.8024,0.3,101.1816,0.000491,0.0004981,1787342512545,1787342592598,1.307,1.5223,-1.9127,-2.0327,-0.5841,-0.6208,80740,MEXC above DEX anchor,stop_loss
OPEN,49f103fa-4215-4c8e-b227-e76949baeddb,ANSEM_USDT,SHORT,OPEN,2026-08-21T20:16:20.476Z,,0.2792,,BID,0.2792,0.2794,0.072,,,,,30.35,108.71948424,101.1816,0.3,,0.2749,,1787343379023,,1.54,,,,,,,MEXC above DEX anchor,
CLOSE,49f103fa-4215-4c8e-b227-e76949baeddb,ANSEM_USDT,SHORT,CLOSED,2026-08-21T20:16:20.476Z,2026-08-21T20:21:22.426Z,0.2792,0.28451,BID,0.2792,0.2794,0.072,ASK,0.285,0.2861,0.38522150236387515,30.35,108.71948424,101.1816,0.3,100.5679,0.2749,0.2779,1787343379023,1787343680918,1.54,2.4912,-1.9019,-2.0219,-0.5772,-0.6137,301950,MEXC above DEX anchor,stop_loss
OPEN,881823cd-438c-4972-9757-b4c357d42c95,JIMOTHY_USDT,LONG,OPEN,2026-08-21T20:54:28.432Z,,0.01348,,ASK,0.013464,0.01348,0.119,,,,,30.17,2238.15801187,100.5679,0.3,,0.01393,,1787345667809,,3.338,,,,,,,MEXC below DEX anchor,
CLOSE,881823cd-438c-4972-9757-b4c357d42c95,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T20:54:28.432Z,2026-08-21T20:56:57.527Z,0.01348,0.013855,ASK,0.013464,0.01348,0.119,BID,0.013852,0.013941,0.6404490339294105,30.17,2238.15801187,100.5679,0.3,101.3713,0.01393,0.01415,1787345667809,1787345815864,3.338,1.4992,2.7829,2.6629,0.8396,0.8034,149095,MEXC below DEX anchor,trailing_stop
OPEN,a28c3d98-0135-4278-b881-241cd019312b,JIMOTHY_USDT,LONG,OPEN,2026-08-21T20:58:35.736Z,,0.01368,,ASK,0.013657,0.01368,0.168,,,,,30.41,2223.05482456,101.3713,0.3,,0.01426,,1787345913913,,4.24,,,,,,,MEXC below DEX anchor,
CLOSE,a28c3d98-0135-4278-b881-241cd019312b,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T20:58:35.736Z,2026-08-21T21:00:22.283Z,0.01368,0.013784,ASK,0.013657,0.01368,0.168,BID,0.013711,0.01374,0.21128556336746382,30.41,2223.05482456,101.3713,0.3,101.5664,0.01426,0.01392,1787345913913,1787346019967,4.24,1.31,0.7617,0.6417,0.2316,0.1951,106547,MEXC below DEX anchor,trailing_stop
OPEN,18a9eb5d-f6aa-4d84-9f36-c6eeb7e3ef29,JIMOTHY_USDT,LONG,OPEN,2026-08-21T21:04:37.653Z,,0.01436,,ASK,0.01432,0.01436,0.279,,,,,30.47,2121.86072423,101.5664,0.3,,0.01461,,1787346276085,,1.741,,,,,,,MEXC below DEX anchor,
CLOSE,18a9eb5d-f6aa-4d84-9f36-c6eeb7e3ef29,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T21:04:37.653Z,2026-08-21T21:05:54.609Z,0.01436,0.014462,ASK,0.01432,0.01436,0.279,BID,0.014409,0.01444,0.2149121286699697,30.47,2121.86072423,101.5664,0.3,101.7453,0.01461,0.01467,1787346276085,1787346354118,1.741,1.5928,0.707,0.587,0.2154,0.1789,76956,MEXC below DEX anchor,trailing_stop
OPEN,eeb4da8c-9a7e-49be-8b18-974e94ddf5c3,JIMOTHY_USDT,LONG,OPEN,2026-08-21T21:05:59.857Z,,0.0145,,ASK,0.01446,0.0145,0.276,,,,,30.52,2105.07517241,101.7453,0.3,,0.01474,,1787346359540,,1.655,,,,,,,MEXC below DEX anchor,
CLOSE,eeb4da8c-9a7e-49be-8b18-974e94ddf5c3,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T21:05:59.857Z,2026-08-21T21:08:18.023Z,0.0145,0.014225,ASK,0.01446,0.0145,0.276,BID,0.01412,0.01416,0.28288543140028366,30.52,2105.07517241,101.7453,0.3,101.1293,0.01474,0.01482,1787346359540,1787346496153,1.655,4.661,-1.8982,-2.0182,-0.5793,-0.616,138166,MEXC below DEX anchor,stop_loss
OPEN,5dec8940-5b95-4a2d-bd4d-f57e06b63e30,TOAD_USDT,LONG,OPEN,2026-08-21T21:17:34.213Z,,0.007203,,ASK,0.007179,0.007203,0.334,,,,,30.34,4211.96584756,101.1293,0.3,,0.007376,,1787347052383,,2.402,,,,,,,MEXC below DEX anchor,
CLOSE,5dec8940-5b95-4a2d-bd4d-f57e06b63e30,TOAD_USDT,LONG,CLOSED,2026-08-21T21:17:34.213Z,2026-08-21T21:18:27.049Z,0.007203,0.007262,ASK,0.007179,0.007203,0.334,BID,0.00725,0.0073,0.6872852233676934,30.34,4211.96584756,101.1293,0.3,101.3403,0.007376,0.007363,1787347052383,1787347106419,2.402,0.863,0.8154,0.6954,0.2474,0.211,52836,MEXC below DEX anchor,trailing_stop
OPEN,d1a6434d-1fbc-41d1-b6b4-5ff4b7c525df,JIMOTHY_USDT,LONG,OPEN,2026-08-21T21:23:34.650Z,,0.0145,,ASK,0.014461,0.0145,0.269,,,,,30.4,2096.69586207,101.3403,0.3,,0.01476,,1787347414575,,1.793,,,,,,,MEXC below DEX anchor,
CLOSE,d1a6434d-1fbc-41d1-b6b4-5ff4b7c525df,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T21:23:34.650Z,2026-08-21T21:24:44.192Z,0.0145,0.0148,ASK,0.014461,0.0145,0.269,BID,0.01476,0.01478,0.13540961408259436,30.4,2096.69586207,101.3403,0.3,101.9332,0.01476,0.01514,1787347414575,1787347482599,1.793,2.4357,2.0702,1.9502,0.6294,0.5929,69542,MEXC below DEX anchor,trailing_stop
OPEN,24722cab-6930-453d-a15e-3ceb6d21b8f7,JIMOTHY_USDT,LONG,OPEN,2026-08-21T21:25:48.206Z,,0.01476,,ASK,0.01472,0.01476,0.271,,,,,30.58,2071.81300813,101.9332,0.3,,0.01505,,1787347546849,,1.965,,,,,,,MEXC below DEX anchor,
CLOSE,24722cab-6930-453d-a15e-3ceb6d21b8f7,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T21:25:48.206Z,2026-08-21T21:31:13.666Z,0.01476,0.01448,ASK,0.01472,0.01476,0.271,BID,0.01448,0.01452,0.275862068965518,30.58,2071.81300813,101.9332,0.3,101.3154,0.01505,0.01472,1787347546849,1787347873344,1.965,1.3774,-1.9004,-2.0204,-0.5811,-0.6178,325460,MEXC below DEX anchor,stop_loss
OPEN,8994e18d-df6c-44a2-bbf6-abf4e9f89ce9,JIMOTHY_USDT,LONG,OPEN,2026-08-21T21:46:37.252Z,,0.01477,,ASK,0.01476,0.01477,0.068,,,,,30.39,2057.86188219,101.3154,0.3,,0.01523,,1787348797149,,3.114,,,,,,,MEXC below DEX anchor,
CLOSE,8994e18d-df6c-44a2-bbf6-abf4e9f89ce9,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T21:46:37.252Z,2026-08-21T21:46:53.138Z,0.01477,0.015037,ASK,0.01476,0.01477,0.068,BID,0.01501,0.015025,0.09988346928582913,30.39,2057.86188219,101.3154,0.3,101.8282,0.01523,0.01522,1787348797149,1787348811163,3.114,1.2978,1.8074,1.6874,0.5493,0.5128,15886,MEXC below DEX anchor,trailing_stop
OPEN,46bb4024-377c-41a1-9d03-10bab5c98acf,JIMOTHY_USDT,LONG,OPEN,2026-08-21T21:49:27.278Z,,0.014836,,ASK,0.0148,0.014836,0.243,,,,,30.55,2059.0765705,101.8282,0.3,,0.01504,,1787348967267,,1.375,,,,,,,MEXC below DEX anchor,
CLOSE,46bb4024-377c-41a1-9d03-10bab5c98acf,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T21:49:27.278Z,2026-08-21T21:49:59.172Z,0.014836,0.014554,ASK,0.0148,0.014836,0.243,BID,0.0145,0.01454,0.2754820936639125,30.55,2059.0765705,101.8282,0.3,101.2117,0.01504,0.01511,1787348967267,1787348997276,1.375,3.9202,-1.8979,-2.0179,-0.5798,-0.6165,31894,MEXC below DEX anchor,stop_loss
OPEN,49e251a1-a9d9-47a7-aabc-08bfc2c34e09,BASECAT_USDT,SHORT,OPEN,2026-08-21T21:55:40.749Z,,0.02852,,BID,0.02852,0.02854,0.07,,,,,30.36,1064.63920056,101.2117,0.3,,0.02815,,1787349339461,,1.297,,,,,,,MEXC above DEX anchor,
CLOSE,49e251a1-a9d9-47a7-aabc-08bfc2c34e09,BASECAT_USDT,SHORT,CLOSED,2026-08-21T21:55:40.749Z,2026-08-21T21:56:55.448Z,0.02852,0.028413,BID,0.02852,0.02854,0.07,ASK,0.02823,0.0284,0.600388486667844,30.36,1064.63920056,101.2117,0.3,101.2888,0.02815,0.02811,1787349339461,1787349413496,1.297,0.4251,0.3738,0.2538,0.1135,0.0771,74699,MEXC above DEX anchor,trailing_stop
OPEN,00bd636f-94fa-4325-ad80-f940a2df4940,JIMOTHY_USDT,LONG,OPEN,2026-08-21T22:05:17.357Z,,0.01456,,ASK,0.014521,0.01456,0.268,,,,,30.39,2086.99450549,101.2888,0.3,,0.01478,,1787349915695,,1.511,,,,,,,MEXC below DEX anchor,
CLOSE,00bd636f-94fa-4325-ad80-f940a2df4940,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T22:05:17.357Z,2026-08-21T22:05:49.225Z,0.01456,0.01466,ASK,0.014521,0.01456,0.268,BID,0.01466,0.014693,0.2248492487991009,30.39,2086.99450549,101.2888,0.3,101.4611,0.01478,0.01471,1787349915695,1787349947708,1.511,0.1157,0.6868,0.5668,0.2087,0.1723,31868,MEXC below DEX anchor,mean_reverted_profit
OPEN,56f85d4d-1b74-4966-b705-d2a4bb9b624c,BASECAT_USDT,SHORT,OPEN,2026-08-21T22:07:03.875Z,,0.0278,,BID,0.0278,0.02785,0.18,,,,,30.44,1094.90395683,101.4611,0.3,,0.0274,,1787350023763,,1.439,,,,,,,MEXC above DEX anchor,
CLOSE,56f85d4d-1b74-4966-b705-d2a4bb9b624c,BASECAT_USDT,SHORT,CLOSED,2026-08-21T22:07:03.875Z,2026-08-21T22:07:41.053Z,0.0278,0.028328,BID,0.0278,0.02785,0.18,ASK,0.0282,0.02832,0.4246284501061644,30.44,1094.90395683,101.4611,0.3,100.8461,0.0274,0.02728,1787350023763,1787350059785,1.439,3.2624,-1.9004,-2.0204,-0.5785,-0.615,37178,MEXC above DEX anchor,stop_loss
OPEN,1241ce5b-5ec9-4948-b1eb-6ac69b7e8a3b,JIMOTHY_USDT,LONG,OPEN,2026-08-21T22:08:09.941Z,,0.01466,,ASK,0.014635,0.01466,0.171,,,,,30.25,2063.69918145,100.8461,0.3,,0.01484,,1787350089761,,1.228,,,,,,,MEXC below DEX anchor,
CLOSE,1241ce5b-5ec9-4948-b1eb-6ac69b7e8a3b,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T22:08:09.941Z,2026-08-21T22:09:13.832Z,0.01466,0.014728,ASK,0.014635,0.01466,0.171,BID,0.014728,0.014749,0.14248397055331402,30.25,2063.69918145,100.8461,0.3,100.9501,0.01484,0.01476,1787350089761,1787350153166,1.228,0.0746,0.4638,0.3438,0.1403,0.104,63891,MEXC below DEX anchor,mean_reverted_profit
OPEN,aedc0101-c01c-4765-9f65-df2705034158,CATE_USDT,SHORT,OPEN,2026-08-21T22:11:02.981Z,,0.047463,,BID,0.047463,0.047508,0.095,,,,,30.29,638.07660704,100.9501,0.3,,0.04674,,1787350261856,,1.523,,,,,,,MEXC above DEX anchor,
CLOSE,aedc0101-c01c-4765-9f65-df2705034158,CATE_USDT,SHORT,CLOSED,2026-08-21T22:11:02.981Z,2026-08-21T22:14:38.011Z,0.047463,0.047347,BID,0.047463,0.047508,0.095,ASK,0.047159,0.047338,0.37884800575679356,30.29,638.07660704,100.9501,0.3,100.9876,0.04674,0.04665,1787350261856,1787350477943,1.523,1.0793,0.2438,0.1238,0.0738,0.0375,215030,MEXC above DEX anchor,trailing_stop
OPEN,7646f7d6-5b44-4a5a-b4f8-5d7ac82799f4,TOAD_USDT,SHORT,OPEN,2026-08-21T22:15:17.620Z,,0.008117,,BID,0.008117,0.008132,0.185,,,,,30.3,3732.44794875,100.9876,0.3,,0.007997,,1787350515953,,1.478,,,,,,,MEXC above DEX anchor,
CLOSE,7646f7d6-5b44-4a5a-b4f8-5d7ac82799f4,TOAD_USDT,SHORT,CLOSED,2026-08-21T22:15:17.620Z,2026-08-21T22:19:18.811Z,0.008117,0.00805,BID,0.008117,0.008132,0.185,ASK,0.00795,0.00805,1.2499999999999925,30.3,3732.44794875,100.9876,0.3,101.2013,0.007997,0.008021,1787350515953,1787350758045,1.478,-0.8931,0.8254,0.7054,0.2501,0.2137,241191,MEXC above DEX anchor,mean_reverted_profit
OPEN,cfa3e2d8-744f-4297-b9b9-2700e0d7e40c,EYE_USDT,SHORT,OPEN,2026-08-21T22:20:24.975Z,,0.001438,,BID,0.001438,0.00144,0.139,,,,,30.36,21112.92767733,101.2013,0.3,,0.001393,,1787350824076,,3.129,,,,,,,MEXC above DEX anchor,
OPEN,833117a4-a1e4-4bca-bd32-135438c3c818,BASECAT_USDT,SHORT,OPEN,2026-08-21T22:23:22.273Z,,0.0274,,BID,0.0274,0.02742,0.073,,,,,30.36,1108.04343066,101.2013,0.3,,0.027,,1787351000191,,1.46,,,,,,,MEXC above DEX anchor,
CLOSE,833117a4-a1e4-4bca-bd32-135438c3c818,BASECAT_USDT,SHORT,CLOSED,2026-08-21T22:23:22.273Z,2026-08-21T22:24:01.989Z,0.0274,0.027921,BID,0.0274,0.02742,0.073,ASK,0.02789,0.0279,0.03584871840831544,30.36,1108.04343066,101.2013,0.3,100.5877,0.027,0.02715,1787351000191,1787351040230,1.46,2.6533,-1.9011,-2.0211,-0.5772,-0.6136,39716,MEXC above DEX anchor,stop_loss
CLOSE,cfa3e2d8-744f-4297-b9b9-2700e0d7e40c,EYE_USDT,SHORT,CLOSED,2026-08-21T22:20:24.975Z,2026-08-21T22:30:08.110Z,0.001438,0.001433,BID,0.001438,0.00144,0.139,ASK,0.001404,0.001433,2.0444131124427174,30.36,21112.92767733,101.2013,0.3,100.6568,0.001393,0.001424,1787350824076,1787351406336,3.129,-1.4245,0.3477,0.2277,0.1056,0.0691,583135,MEXC above DEX anchor,mean_reverted_profit
OPEN,e07685bc-4d64-4697-aba1-491db5f84997,1000BONK_USDT,LONG,OPEN,2026-08-21T22:31:43.499Z,,0.003088,,ASK,0.003087,0.003088,0.032,,,,,30.2,9778.83419689,100.6568,0.3,,0.003145,,1787351502380,,1.846,,,,,,,MEXC below DEX anchor,
CLOSE,e07685bc-4d64-4697-aba1-491db5f84997,1000BONK_USDT,LONG,CLOSED,2026-08-21T22:31:43.499Z,2026-08-21T22:32:15.300Z,0.003088,0.003095,ASK,0.003087,0.003088,0.032,BID,0.003095,0.003096,0.03230495881116779,30.2,9778.83419689,100.6568,0.3,100.689,0.003145,0.003083,1787351502380,1787351534401,1.846,-0.4199,0.2267,0.1067,0.0685,0.0322,31801,MEXC below DEX anchor,mean_reverted_profit
OPEN,5228ee73-ba56-4a80-a3dd-35c80fdbf1bf,CATE_USDT,LONG,OPEN,2026-08-21T22:34:22.095Z,,0.048735,,ASK,0.04866,0.048735,0.154,,,,,30.21,619.81532779,100.689,0.3,,0.04938,,1787351660466,,1.323,,,,,,,MEXC below DEX anchor,
CLOSE,5228ee73-ba56-4a80-a3dd-35c80fdbf1bf,CATE_USDT,LONG,CLOSED,2026-08-21T22:34:22.095Z,2026-08-21T22:34:53.644Z,0.048735,0.050943,ASK,0.04866,0.048735,0.154,BID,0.050943,0.051292,0.6827407443634669,30.21,619.81532779,100.689,0.3,102.0214,0.04938,0.04938,1787351660466,1787351692487,1.323,-3.7277,4.5306,4.4106,1.3687,1.3324,31549,MEXC below DEX anchor,mean_reverted_profit
OPEN,09243578-2fa8-4f17-a8b1-257adc7e7523,CATE_USDT,SHORT,OPEN,2026-08-21T22:36:38.890Z,,0.050424,,BID,0.050424,0.05044,0.032,,,,,30.61,606.98119943,102.0214,0.3,,0.04979,,1787351798527,,1.257,,,,,,,MEXC above DEX anchor,
CLOSE,09243578-2fa8-4f17-a8b1-257adc7e7523,CATE_USDT,SHORT,CLOSED,2026-08-21T22:36:38.890Z,2026-08-21T22:37:10.512Z,0.050424,0.050052,BID,0.050424,0.05044,0.032,ASK,0.04992,0.050052,0.2640739407033973,30.61,606.98119943,102.0214,0.3,102.2105,0.04979,0.05093,1787351798527,1787351828537,1.257,-2.0232,0.7377,0.6177,0.2258,0.1891,31622,MEXC above DEX anchor,mean_reverted_profit
OPEN,1dd75622-605c-41b2-ad53-04a519b3e408,CATE_USDT,LONG,OPEN,2026-08-21T22:37:18.450Z,,0.050324,,ASK,0.05032,0.050324,0.008,,,,,30.66,609.31464113,102.2105,0.3,,0.05116,,1787351836543,,1.661,,,,,,,MEXC below DEX anchor,
CLOSE,1dd75622-605c-41b2-ad53-04a519b3e408,CATE_USDT,LONG,CLOSED,2026-08-21T22:37:18.450Z,2026-08-21T22:37:39.762Z,0.050324,0.05053,ASK,0.05032,0.050324,0.008,BID,0.050309,0.05048,0.3393227435533591,30.66,609.31464113,102.2105,0.3,102.2995,0.05116,0.05116,1787351836543,1787351858555,1.661,1.3471,0.4102,0.2902,0.1258,0.089,21312,MEXC below DEX anchor,trailing_stop
OPEN,77e56421-02cf-4043-a9ac-120b5ebd8cb0,ANSEM_USDT,SHORT,OPEN,2026-08-21T22:42:12.711Z,,0.299,,BID,0.299,0.3,0.334,,,,,30.69,102.6416388,102.2995,0.3,,0.2942,,1787352132640,,1.605,,,,,,,MEXC above DEX anchor,
CLOSE,77e56421-02cf-4043-a9ac-120b5ebd8cb0,ANSEM_USDT,SHORT,CLOSED,2026-08-21T22:42:12.711Z,2026-08-21T22:46:20.343Z,0.299,0.2949,BID,0.299,0.3,0.334,ASK,0.293,0.2949,0.6463684300051072,30.69,102.6416388,102.2995,0.3,102.6835,0.2942,0.2925,1787352132640,1787352378733,1.605,0.1706,1.3712,1.2512,0.4208,0.384,247632,MEXC above DEX anchor,mean_reverted_profit
OPEN,675e98a2-cfe7-46c2-b8ac-ba5ebc16568a,JIMOTHY_USDT,LONG,OPEN,2026-08-21T22:52:32.270Z,,0.014315,,ASK,0.01428,0.014315,0.245,,,,,30.81,2151.94201886,102.6835,0.3,,0.01453,,1787352750902,,1.502,,,,,,,MEXC below DEX anchor,
CLOSE,675e98a2-cfe7-46c2-b8ac-ba5ebc16568a,JIMOTHY_USDT,LONG,CLOSED,2026-08-21T22:52:32.270Z,2026-08-21T23:02:14.250Z,0.014315,0.014043,ASK,0.01428,0.014315,0.245,BID,0.01405,0.01408,0.21329541414859943,30.81,2151.94201886,102.6835,0.3,102.061,0.01453,0.01444,1787352750902,1787353333144,1.502,2.5568,-1.9005,-2.0205,-0.5855,-0.6225,581980,MEXC below DEX anchor,stop_loss
OPEN,bd5afcb6-9a10-4e19-bb9c-65addd8f1b9e,ZORA_USDT,LONG,OPEN,2026-08-21T23:02:45.821Z,,0.006688,,ASK,0.006684,0.006688,0.06,,,,,30.62,4578.09509569,102.061,0.3,,0.00677,,1787353365183,,1.226,,,,,,,MEXC below DEX anchor,
CLOSE,bd5afcb6-9a10-4e19-bb9c-65addd8f1b9e,ZORA_USDT,LONG,CLOSED,2026-08-21T23:02:45.821Z,2026-08-21T23:08:09.772Z,0.006688,0.006705,ASK,0.006684,0.006688,0.06,BID,0.006705,0.006707,0.029824038174772822,30.62,4578.09509569,102.061,0.3,102.1021,0.00677,0.006664,1787353365183,1787353689344,1.226,-0.6411,0.2542,0.1342,0.0778,0.0411,323951,MEXC below DEX anchor,mean_reverted_profit
OPEN,e1e51750-06c6-4ac1-81c1-dabbcc621b6f,CATE_USDT,LONG,OPEN,2026-08-21T23:08:33.675Z,,0.05769,,ASK,0.057684,0.05769,0.01,,,,,30.63,530.95215809,102.1021,0.3,,0.05894,,1787353713327,,2.167,,,,,,,MEXC below DEX anchor,
CLOSE,e1e51750-06c6-4ac1-81c1-dabbcc621b6f,CATE_USDT,LONG,CLOSED,2026-08-21T23:08:33.675Z,2026-08-21T23:08:38.921Z,0.05769,0.056595,ASK,0.057684,0.05769,0.01,BID,0.056628,0.05685,0.3912652672764765,30.63,530.95215809,102.1021,0.3,101.4841,0.05894,0.05894,1787353713327,1787353717327,2.167,3.6763,-1.8975,-2.0175,-0.5812,-0.618,5246,MEXC below DEX anchor,stop_loss
OPEN,7381650d-380a-4786-a087-158962560019,ANSEM_USDT,SHORT,OPEN,2026-08-21T23:09:25.909Z,,0.293,,BID,0.293,0.294,0.341,,,,,30.45,103.90863481,101.4841,0.3,,0.2875,,1787353765347,,1.877,,,,,,,MEXC above DEX anchor,
